caseid,person_id,arrest_date,dispos_date,treat,re_arrest,prior_arrests
38115,9230,2012-02-04,2012-07-30,1,0,5
53026,9230,2013-02-11,2013-02-18,1,0,6
11915,9231,2012-06-27,2012-09-08,1,0,4
98071,9231,2013-04-26,2013-07-23,1,0,5
34761,9232,2012-04-28,2013-01-17,0,0,3
67138,9233,2012-10-18,2013-02-17,1,0,4
78872,9233,2013-09-16,2014-01-16,0,0,5
85927,9235,2013-03-25,2013-08-26,0,0,3
87189,9236,2012-11-09,2012-12-02,1,0,4
20087,9237,2012-11-04,2012-11-14,0,0,1
12175,9238,2012-09-03,2012-09-24,0,0,1
6472,9238,2013-03-19,2013-08-10,0,0,2
2851,9239,2012-05-01,2012-07-25,0,0,1
16309,9239,2013-06-30,2013-08-18,0,0,2
27321,9240,2012-09-03,2012-10-18,0,0,5
99076,9241,2012-10-12,2013-02-04,0,0,1
12482,9241,2013-07-02,2014-04-03,1,0,2
19383,9242,2013-08-05,2014-11-12,0,0,4
25625,9244,2013-04-27,2013-06-20,1,0,1
33438,9245,2012-03-17,2015-01-17,1,1,6
92213,9245,2012-10-22,2013-07-08,1,1,7
32134,9245,2013-02-11,2013-06-12,1,0,8
88662,9246,2012-02-03,2012-03-13,0,0,2
43116,9246,2013-06-09,2013-07-26,1,0,3
58250,9247,2012-04-24,2012-10-17,1,1,10
70348,9247,2012-10-05,2013-06-27,0,1,11
91722,9247,2013-02-27,2013-05-05,1,0,12
52047,9248,2012-02-19,2012-07-26,0,0,1
80890,9248,2012-08-12,2012-12-08,0,0,2
44342,9248,2013-06-23,2013-11-14,1,0,3
61783,9251,2012-06-18,2012-08-26,1,0,3
86159,9254,2013-02-14,2014-03-08,0,0,2
14601,9255,2013-06-03,2015-05-02,1,0,6
85977,9256,2012-01-17,2012-05-17,1,1,4
12915,9256,2012-02-10,2012-04-04,0,0,5
67686,9256,2012-08-01,2013-12-24,1,0,6
63798,9258,2012-08-01,2013-02-19,1,0,7
55915,9259,2012-10-24,2013-02-09,0,0,2
98548,9259,2013-09-12,2014-06-13,1,1,3
29692,9259,2013-10-15,2013-10-21,0,0,4
7966,9260,2012-08-30,2012-09-26,0,0,2
74466,9260,2013-06-21,2014-02-03,1,1,3
47073,9260,2013-07-10,2013-07-31,0,0,4
84989,9262,2012-06-15,2012-07-09,0,0,5
69111,9262,2013-03-05,2013-06-08,0,0,6
19770,9264,2013-03-30,2014-12-25,1,1,2
76341,9264,2013-04-02,2013-10-11,1,0,3
18162,9265,2013-10-26,2014-04-05,1,0,5
6707,9266,2012-04-30,2012-05-12,0,0,3
26759,9266,2012-05-24,2013-03-26,0,0,4
21194,9267,2012-02-02,2012-04-05,1,0,5
92917,9269,2012-05-10,2013-03-31,1,0,5
74090,9271,2012-03-28,2013-03-18,1,1,5
42104,9271,2012-09-09,2013-01-01,1,1,6
66396,9271,2012-12-03,2013-08-07,1,0,7
22664,9273,2012-03-15,2012-12-09,0,1,4
35990,9273,2012-11-16,2013-09-12,0,1,5
47503,9273,2013-05-25,2014-02-11,1,1,6
38483,9273,2013-06-30,2014-04-18,1,0,7
69758,9274,2013-04-30,2013-06-25,0,0,3
75595,9276,2012-06-02,2012-06-09,1,0,2
98872,9277,2012-03-10,2012-03-19,1,0,2
1779,9277,2013-09-26,2013-12-20,0,0,3
63830,9278,2012-02-08,2012-02-27,0,0,4
14301,9278,2012-11-21,2013-02-25,1,1,5
41982,9278,2013-02-03,2013-05-05,1,1,6
1887,9278,2013-03-09,2013-08-08,0,0,7
70173,9279,2012-02-14,2012-02-28,1,0,2
19322,9280,2013-07-11,2014-06-15,1,0,3
33980,9281,2012-09-03,2012-09-18,0,0,4
8172,9282,2012-08-13,2012-11-03,0,1,7
30048,9282,2012-08-18,2012-11-05,1,0,8
46842,9284,2013-02-17,2013-03-20,1,0,2
12173,9284,2013-05-07,2013-06-24,0,0,3
22196,9285,2013-08-03,2014-06-24,0,0,2
57118,9286,2013-02-25,2014-04-19,0,0,3
69094,9288,2012-07-10,2013-07-29,1,0,2
55493,9292,2013-07-02,2014-12-09,0,0,2
7030,9293,2013-08-05,2013-11-14,0,0,2
55383,9294,2013-01-13,2013-03-31,0,0,3
96814,9295,2013-02-21,2013-11-01,0,0,6
81032,9296,2012-01-08,2012-07-21,0,0,2
82053,9296,2013-03-07,2013-05-24,1,1,3
96806,9296,2013-04-26,2013-12-07,0,0,4
49370,9299,2013-02-23,2013-05-20,1,0,3
25181,9299,2013-08-01,2013-12-25,1,0,4
86206,9300,2012-12-24,2014-04-02,0,0,2
4293,9303,2013-05-13,2013-10-18,1,0,5
54231,9304,2013-01-03,2013-01-31,0,0,5
16084,9305,2012-03-05,2013-09-17,1,1,3
45342,9305,2013-01-24,2013-12-17,1,1,4
28914,9305,2013-05-06,2013-11-03,0,1,5
14766,9305,2013-08-09,2014-02-27,0,0,6
68833,9306,2012-05-01,2012-09-09,1,0,6
1277,9307,2013-06-04,2013-07-27,0,0,1
89619,9308,2012-10-14,2013-11-08,1,1,4
59411,9308,2012-12-30,2013-03-06,1,1,5
13906,9308,2013-02-12,2013-07-19,1,0,6
47234,9310,2013-06-25,2014-08-24,0,0,4
50685,9312,2012-09-23,2013-11-30,1,1,3
53192,9312,2013-10-17,2014-07-23,1,0,4
11128,9313,2013-03-21,2013-05-13,0,0,2
864,9314,2012-04-10,2012-09-16,0,0,4
36725,9314,2012-11-20,2013-03-03,1,0,5
12740,9314,2013-06-13,2015-11-05,0,1,6
68106,9314,2013-06-24,2013-10-20,1,0,7
71894,9315,2012-06-10,2013-04-14,0,1,4
70426,9315,2012-06-13,2012-07-10,0,0,5
89254,9316,2012-02-24,2012-06-11,0,0,3
1389,9316,2012-08-23,2012-10-12,0,1,4
84991,9316,2012-10-06,2013-03-22,0,1,5
93693,9316,2013-01-07,2013-01-23,1,0,6
17014,9316,2013-05-25,2013-11-05,0,0,7
22249,9320,2012-02-17,2012-07-05,1,0,6
45128,9320,2013-02-24,2013-04-20,1,0,7
10243,9323,2013-09-05,2014-04-04,1,0,4
14764,9326,2013-04-06,2013-08-30,1,0,1
50949,9327,2012-09-11,2013-04-08,1,0,1
18034,9328,2012-11-07,2013-07-10,1,0,4
8513,9328,2013-08-19,2013-09-04,1,0,5
37828,9329,2013-07-13,2013-09-03,0,0,2
51764,9330,2012-03-27,2012-04-08,0,0,3
56582,9330,2012-08-05,2012-09-22,1,0,4
68027,9330,2012-12-07,2013-06-10,1,0,5
19930,9330,2013-10-02,2013-12-21,1,0,6
12512,9332,2012-08-07,2012-09-08,0,0,3
25969,9332,2013-09-27,2013-10-03,1,0,4
53450,9333,2012-08-01,2013-04-11,0,1,3
45946,9333,2012-08-28,2014-06-16,1,1,4
94154,9333,2013-04-15,2013-07-14,1,0,5
93281,9333,2013-08-12,2013-08-28,1,0,6
31840,9336,2012-07-03,2013-06-14,1,1,2
74128,9336,2013-02-21,2014-04-30,1,0,3
64147,9337,2012-08-23,2013-02-01,1,0,1
88934,9338,2013-02-28,2014-02-05,0,0,2
16349,9339,2012-02-24,2012-06-08,1,0,3
30328,9340,2012-05-09,2012-05-11,0,0,2
42426,9341,2012-09-06,2014-01-13,1,0,2
86923,9342,2013-09-30,2013-12-09,1,0,8
80928,9343,2012-05-15,2012-06-16,1,0,3
47423,9343,2013-02-22,2013-04-05,1,0,4
40261,9345,2013-06-21,2014-07-03,1,0,1
70180,9346,2012-10-30,2013-04-09,1,1,4
1374,9346,2013-02-28,2015-03-15,1,0,5
68566,9348,2012-07-01,2012-08-11,0,0,1
74156,9348,2013-09-07,2013-09-11,0,0,2
39582,9350,2012-01-26,2012-01-27,1,0,1
20208,9351,2013-05-27,2013-06-07,0,0,2
47642,9353,2012-07-12,2013-02-01,0,1,3
97530,9353,2012-11-22,2013-02-06,1,0,4
96968,9355,2012-01-29,2012-08-23,0,0,3
64316,9355,2012-08-28,2013-09-03,0,0,4
47802,9356,2012-12-12,2013-03-05,0,1,5
42021,9356,2013-01-17,2013-09-17,1,1,6
75122,9356,2013-02-19,2013-03-09,1,0,7
93388,9357,2012-05-13,2012-07-12,1,0,3
9525,9357,2012-08-05,2013-08-16,0,0,4
82233,9358,2013-05-26,2013-06-06,1,0,3
65537,9362,2012-09-07,2013-12-06,0,1,3
13477,9362,2013-06-28,2014-02-23,1,0,4
39256,9363,2012-01-30,2013-05-07,1,1,2
939,9363,2013-02-13,2013-05-13,1,0,3
2601,9363,2013-06-02,2013-07-26,1,0,4
96181,9365,2013-10-13,2013-10-19,0,0,2
54407,9367,2013-01-19,2013-01-21,0,0,3
19559,9368,2012-12-10,2015-12-03,1,0,4
10114,9369,2012-10-28,2013-01-07,0,0,3
56297,9370,2012-06-28,2012-12-15,1,0,5
93023,9373,2012-03-26,2013-07-01,0,1,4
31266,9373,2012-08-01,2013-08-13,0,1,5
51341,9373,2013-02-04,2013-10-08,1,0,6
33939,9374,2012-12-27,2013-03-21,1,0,6
96989,9375,2012-06-05,2012-11-09,1,0,4
61153,9378,2012-03-21,2012-10-30,0,1,1
57973,9378,2012-10-28,2013-03-18,1,0,2
2138,9379,2012-11-18,2013-04-28,0,1,3
96947,9379,2012-11-30,2013-01-20,1,0,4
60139,9380,2012-03-27,2012-08-22,1,0,5
24384,9381,2013-06-09,2014-07-07,1,1,4
78973,9381,2013-07-10,2014-03-05,1,0,5
6333,9382,2012-12-24,2013-01-25,0,0,2
3389,9382,2013-03-09,2013-05-07,1,0,3
55368,9382,2013-09-21,2014-05-09,1,0,4
67309,9383,2012-03-28,2012-04-02,0,0,1
36898,9384,2012-07-02,2012-08-10,1,0,1
52959,9384,2013-02-05,2013-03-08,0,1,2
20086,9384,2013-02-23,2013-10-25,1,1,3
56122,9384,2013-05-22,2013-07-16,0,0,4
10007,9386,2012-05-25,2012-11-13,0,0,2
34949,9387,2013-05-02,2013-07-11,0,0,2
58519,9388,2013-04-29,2015-08-17,0,0,0
72824,9389,2012-02-16,2012-04-18,1,0,3
76526,9390,2012-11-11,2013-07-18,0,1,3
595,9390,2012-12-17,2013-05-04,1,0,4
32203,9391,2013-07-01,2015-03-14,0,0,3
36372,9392,2012-08-01,2013-02-05,0,0,4
7404,9394,2012-04-06,2012-05-01,1,0,2
56277,9394,2013-03-15,2013-09-10,1,0,3
1436,9395,2012-03-25,2012-05-01,0,0,3
19971,9395,2012-11-19,2013-10-02,0,1,4
73544,9395,2013-09-08,2015-08-07,0,1,5
23584,9395,2013-10-28,2014-04-09,0,0,6
68705,9396,2013-01-01,2014-02-23,0,0,3
13904,9397,2012-03-06,2013-03-27,1,1,6
47240,9397,2012-05-21,2012-10-21,1,0,7
21668,9397,2013-09-11,2015-06-14,1,0,8
68403,9398,2013-04-07,2013-10-31,1,0,3
66632,9399,2012-07-31,2013-07-21,1,0,3
31230,9402,2012-07-28,2013-01-04,1,0,1
16802,9403,2013-08-23,2013-12-21,0,0,4
54503,9405,2012-11-18,2014-01-01,0,0,1
74148,9406,2013-07-09,2014-03-12,0,0,3
83259,9408,2013-02-25,2013-03-31,1,0,5
82130,9408,2013-09-29,2014-02-06,1,0,6
40276,9409,2012-12-08,2013-02-02,1,0,3
41348,9409,2013-08-18,2013-11-09,0,0,4
87661,9410,2013-01-30,2013-09-20,0,1,5
63933,9410,2013-04-20,2013-06-21,1,0,6
50491,9410,2013-07-22,2013-08-22,0,0,7
39905,9411,2013-09-22,2014-01-22,0,0,2
47526,9412,2013-06-21,2013-08-20,1,1,6
14479,9412,2013-06-24,2013-12-18,0,0,7
40552,9413,2012-04-19,2013-10-23,0,1,4
27549,9413,2012-05-25,2013-02-16,0,0,5
61438,9414,2012-06-13,2012-11-08,1,1,4
45943,9414,2012-07-29,2013-07-09,0,1,5
65825,9414,2012-08-09,2013-10-18,1,1,6
81146,9414,2013-09-26,2014-09-06,0,0,7
31653,9415,2012-05-03,2012-11-23,0,0,0
3482,9416,2012-11-09,2013-03-28,1,0,4
92319,9417,2012-04-05,2012-05-09,0,0,4
58114,9417,2013-02-25,2013-07-11,1,0,5
53757,9419,2013-01-29,2013-06-14,1,0,5
71645,9421,2012-03-14,2012-09-18,1,0,6
26932,9423,2012-07-08,2012-11-01,0,0,3
30928,9423,2013-01-14,2013-06-13,1,0,4
88595,9424,2012-02-06,2012-11-30,1,0,4
87728,9425,2012-04-11,2012-04-14,1,0,2
70068,9425,2012-09-29,2013-06-27,1,0,3
90678,9426,2012-05-02,2013-03-14,0,1,1
30154,9426,2012-06-02,2013-01-08,0,1,2
78180,9426,2012-07-22,2013-01-30,0,1,3
57967,9426,2012-08-02,2012-10-29,1,0,4
99191,9427,2012-02-06,2012-02-26,0,0,1
67448,9427,2012-08-11,2013-08-03,1,1,2
91896,9427,2012-10-25,2012-12-17,0,0,3
37555,9427,2013-06-10,2013-11-15,0,0,4
26427,9428,2013-06-15,2016-02-28,0,0,2
54901,9429,2012-02-19,2013-10-04,1,1,3
91681,9429,2012-12-10,2013-03-10,1,1,4
53749,9429,2013-03-03,2014-02-09,1,1,5
10949,9429,2013-05-29,2013-12-18,1,1,6
43764,9429,2013-07-22,2014-03-23,1,0,7
92718,9430,2013-05-27,2013-09-19,1,1,2
90539,9430,2013-06-05,2013-07-21,0,0,3
90260,9432,2012-09-10,2014-11-18,0,1,4
92761,9432,2012-12-01,2014-06-05,0,0,5
13434,9433,2012-02-25,2012-08-16,1,1,8
19816,9433,2012-05-26,2014-04-30,1,0,9
83089,9435,2012-09-24,2013-12-22,0,1,5
93044,9435,2013-01-16,2014-06-07,0,1,6
17991,9435,2013-05-15,2014-05-26,0,1,7
87547,9435,2013-07-11,2013-08-06,1,0,8
21246,9437,2012-10-06,2013-05-02,0,1,2
95900,9437,2013-04-22,2014-09-12,0,0,3
52659,9439,2012-09-24,2012-10-18,1,0,4
23330,9439,2013-05-17,2014-04-30,1,1,5
24508,9439,2013-10-14,2013-10-21,1,0,6
38854,9440,2012-11-10,2014-07-23,0,0,1
53723,9441,2012-09-22,2012-12-03,0,0,1
33128,9442,2012-05-09,2013-02-24,0,1,8
87768,9442,2012-05-14,2012-05-28,1,0,9
20976,9443,2012-03-07,2012-06-27,0,0,5
4212,9444,2012-11-07,2013-03-15,0,0,2
21935,9444,2013-06-07,2014-06-20,0,1,3
19569,9444,2013-08-10,2014-09-04,0,0,4
44755,9445,2012-02-25,2012-03-26,0,0,4
28426,9445,2013-04-07,2014-12-02,0,0,5
51473,9447,2012-03-15,2012-03-16,0,0,1
88121,9447,2013-10-14,2014-12-25,0,0,2
27358,9448,2012-12-23,2014-02-23,1,0,7
69805,9449,2012-04-09,2012-10-19,0,0,3
3107,9452,2012-01-10,2012-12-17,1,0,0
19012,9452,2013-01-14,2013-04-15,0,0,1
85544,9452,2013-06-09,2014-01-26,0,0,2
53380,9453,2012-12-09,2013-12-04,1,1,3
90705,9453,2013-08-06,2013-11-30,0,1,4
83752,9453,2013-10-06,2013-10-21,1,0,5
73949,9454,2013-04-20,2014-04-22,0,1,4
80541,9454,2013-08-04,2015-08-27,0,0,5
90242,9455,2013-10-04,2013-11-24,1,0,6
14724,9456,2012-07-28,2012-10-06,0,0,2
95145,9457,2013-04-30,2013-07-18,1,0,3
22868,9458,2012-12-19,2013-05-26,1,0,1
58346,9458,2013-07-07,2013-11-21,0,1,2
79703,9458,2013-08-28,2014-06-02,1,0,3
91744,9459,2012-04-06,2013-12-12,1,1,3
83735,9459,2013-07-07,2013-07-14,1,0,4
79752,9460,2012-07-20,2012-08-21,1,0,3
87528,9460,2013-04-03,2013-08-07,1,1,4
57166,9460,2013-06-27,2014-01-03,1,0,5
66343,9461,2012-12-26,2013-10-16,0,1,1
54451,9461,2013-03-03,2013-04-04,1,0,2
30895,9462,2013-02-15,2015-03-27,0,1,4
31022,9462,2013-04-12,2014-02-12,0,0,5
94205,9463,2012-01-17,2012-03-28,1,0,3
47947,9464,2012-05-13,2012-10-18,0,0,4
79583,9464,2013-03-12,2013-12-05,0,0,5
18545,9465,2013-06-17,2013-11-16,1,0,1
19528,9466,2012-08-07,2013-04-07,1,0,7
27810,9468,2012-01-04,2012-02-15,0,0,2
40796,9468,2012-03-22,2013-04-06,1,1,3
85354,9468,2012-03-29,2012-07-11,1,0,4
68807,9468,2013-04-23,2013-06-06,1,0,5
8034,9469,2012-02-05,2012-09-09,1,0,2
43631,9469,2013-09-22,2014-04-22,0,0,3
77729,9470,2012-10-29,2013-01-25,0,0,3
88716,9470,2013-06-01,2013-08-31,0,0,4
34966,9471,2012-04-29,2012-05-24,1,0,7
97549,9472,2013-07-12,2014-03-24,1,0,6
86398,9473,2012-06-30,2015-05-31,1,1,3
95003,9473,2012-09-19,2012-11-22,1,0,4
53015,9473,2013-05-19,2014-08-27,1,1,5
95101,9473,2013-06-11,2014-02-23,1,1,6
568,9473,2013-08-28,2013-09-10,0,0,7
21721,9474,2013-08-19,2013-09-09,1,0,6
12727,9474,2013-09-24,2013-10-02,1,0,7
35320,9475,2013-02-01,2014-02-24,0,0,4
8505,9476,2013-01-21,2013-07-10,0,0,2
222,9479,2012-03-10,2013-05-07,1,1,3
33176,9479,2013-01-18,2013-03-31,0,1,4
19700,9479,2013-03-27,2014-08-03,0,0,5
5105,9481,2012-02-13,2013-09-07,0,0,2
53018,9482,2013-07-26,2013-11-02,0,0,5
89304,9483,2012-08-13,2012-10-08,0,0,1
35174,9483,2013-10-16,2014-03-06,1,0,2
10742,9484,2012-12-06,2013-06-17,0,0,3
88671,9485,2012-01-09,2012-02-09,0,0,2
93368,9485,2012-09-28,2013-05-05,1,0,3
94633,9485,2013-08-28,2013-11-13,1,0,4
31462,9486,2012-12-21,2014-08-13,0,0,2
97754,9487,2013-02-21,2013-07-05,1,0,2
60237,9488,2012-09-06,2014-01-20,1,0,3
73818,9490,2012-11-22,2013-03-18,1,0,6
11307,9491,2012-08-08,2012-08-27,1,0,2
78148,9492,2012-11-14,2013-04-04,1,0,1
54129,9492,2013-08-26,2013-12-02,0,0,2
74485,9493,2012-08-10,2013-01-29,1,0,2
49044,9493,2013-06-07,2013-06-27,1,0,3
43360,9495,2012-04-22,2012-05-15,0,0,3
13853,9496,2012-09-24,2013-09-07,0,1,1
15792,9496,2013-03-15,2013-07-08,1,0,2
90489,9497,2013-03-05,2013-03-19,1,0,3
88696,9500,2012-06-10,2012-10-23,0,1,8
89794,9500,2012-06-12,2013-09-30,1,0,9
78289,9503,2012-07-15,2012-08-29,1,0,4
75562,9503,2013-08-14,2014-08-30,0,0,5
43530,9504,2012-01-17,2013-10-06,0,0,1
50312,9506,2012-01-06,2012-10-16,1,1,5
79111,9506,2012-09-01,2012-10-15,1,0,6
57512,9507,2012-06-30,2013-03-17,0,1,2
49587,9507,2013-03-09,2013-06-06,1,0,3
41283,9510,2013-04-24,2013-05-31,0,0,1
69756,9511,2012-11-19,2013-01-07,0,0,1
57033,9515,2013-09-16,2013-10-14,1,0,2
11950,9516,2013-02-12,2013-07-18,0,1,1
23207,9516,2013-04-18,2013-11-26,0,0,2
27265,9518,2013-03-29,2013-08-28,0,0,2
68671,9519,2012-02-27,2012-05-20,1,1,3
83557,9519,2012-04-03,2012-05-24,1,0,4
33241,9520,2012-08-28,2013-03-08,1,0,2
32943,9522,2013-04-21,2013-10-01,1,0,3
11686,9522,2013-10-10,2014-03-11,1,0,4
29908,9524,2012-09-24,2014-03-07,1,0,1
2580,9526,2012-04-24,2012-05-28,1,0,7
9068,9526,2013-01-31,2013-07-02,0,0,8
15561,9527,2012-09-01,2012-11-02,0,0,3
77302,9527,2013-03-05,2013-03-29,0,0,4
26371,9528,2012-04-22,2012-07-01,1,0,2
57251,9528,2012-12-08,2013-03-04,0,0,3
2375,9528,2013-04-13,2013-05-18,1,0,4
89075,9529,2012-09-15,2012-10-08,1,0,1
50050,9530,2013-04-29,2013-06-06,1,0,3
26500,9532,2012-06-14,2012-10-26,0,0,3
57315,9534,2012-01-07,2012-04-24,1,1,6
65917,9534,2012-01-16,2012-07-14,1,0,7
59444,9535,2012-09-15,2013-06-15,1,1,3
87987,9535,2013-05-13,2014-01-03,1,0,4
82608,9536,2013-01-10,2013-05-26,0,1,2
70892,9536,2013-01-24,2013-02-03,0,0,3
33862,9537,2012-02-08,2012-05-19,1,0,1
34516,9537,2012-11-07,2012-12-10,1,0,2
81957,9537,2013-01-14,2013-04-18,0,0,3
15081,9538,2012-09-03,2013-11-29,1,1,2
54713,9538,2012-12-27,2013-09-04,0,0,3
75578,9539,2013-06-15,2014-12-02,0,1,3
70783,9539,2013-08-13,2013-09-01,1,0,4
38884,9540,2012-02-07,2012-09-01,0,0,2
32638,9540,2013-03-05,2013-04-16,1,0,3
67599,9541,2012-09-12,2012-09-15,1,0,4
87995,9541,2013-07-20,2013-09-17,0,0,5
84186,9542,2012-08-24,2013-09-19,0,1,3
74581,9542,2013-02-24,2013-07-17,1,0,4
46015,9543,2013-07-03,2014-07-01,0,1,3
12286,9543,2013-07-12,2014-03-02,1,0,4
28061,9544,2013-10-17,2014-04-21,0,0,2
78279,9545,2013-08-18,2014-05-15,0,0,6
45012,9546,2012-07-01,2012-12-07,1,0,2
75572,9546,2013-04-04,2013-04-29,1,0,3
13907,9547,2012-08-12,2013-02-25,1,1,5
47126,9547,2012-12-26,2013-01-12,1,0,6
15248,9547,2013-09-21,2013-11-19,1,0,7
51384,9548,2012-09-13,2013-03-04,1,0,2
57816,9550,2013-06-18,2013-11-19,0,0,1
94587,9553,2012-12-16,2013-07-16,1,0,3
21749,9555,2013-10-23,2013-11-09,0,0,0
22638,9556,2012-05-07,2012-07-24,0,0,0
19746,9557,2013-05-20,2013-05-30,0,0,2
50657,9558,2012-01-10,2012-12-09,0,0,5
44387,9560,2013-01-20,2013-02-26,0,0,1
89191,9560,2013-06-09,2014-03-10,1,0,2
81014,9561,2012-12-21,2013-02-03,1,0,3
9598,9563,2013-10-26,2015-01-13,0,0,1
8694,9567,2013-04-03,2013-04-12,0,0,1
65313,9569,2013-08-03,2014-08-24,1,0,2
40712,9570,2013-02-02,2013-11-24,0,1,5
73430,9570,2013-08-19,2013-10-18,1,0,6
64092,9571,2012-01-29,2012-02-29,1,0,4
82555,9571,2013-05-20,2014-03-25,1,0,5
46422,9572,2013-02-12,2014-04-13,0,0,1
56499,9574,2012-01-04,2012-03-20,0,0,0
94076,9575,2012-09-20,2013-04-12,0,0,2
85153,9575,2013-07-31,2014-02-18,0,0,3
67455,9576,2013-01-09,2014-01-09,0,0,2
13251,9578,2012-12-18,2012-12-19,0,0,3
93618,9579,2013-02-19,2013-05-24,1,0,5
6021,9579,2013-09-05,2013-09-07,1,0,6
40034,9581,2012-02-28,2012-04-16,0,0,1
88604,9581,2013-01-10,2013-10-25,0,1,2
6252,9581,2013-02-05,2013-08-06,1,0,3
29473,9582,2012-10-23,2013-12-19,0,1,2
14356,9582,2013-02-05,2014-04-06,0,0,3
90389,9583,2012-03-29,2012-04-18,1,0,4
88822,9584,2012-06-25,2012-08-11,0,0,4
62311,9586,2013-01-03,2013-02-07,0,0,4
21123,9587,2013-10-08,2013-11-12,1,0,1
17018,9588,2013-09-10,2014-10-15,1,0,5
91122,9589,2012-03-30,2012-04-17,0,0,2
66378,9591,2012-05-05,2012-05-24,1,0,3
24418,9596,2012-04-09,2013-09-09,0,1,3
98809,9596,2012-08-30,2013-01-27,0,0,4
70649,9597,2012-04-17,2012-04-28,1,0,3
59850,9597,2012-09-04,2013-07-09,1,0,4
87695,9600,2012-12-09,2014-03-22,1,1,4
48188,9600,2013-06-06,2013-06-11,1,0,5
78007,9601,2013-07-08,2013-11-21,0,0,5
78862,9602,2012-11-14,2013-03-06,0,0,2
25845,9603,2013-02-28,2013-03-15,1,0,3
3448,9603,2013-05-27,2013-08-05,1,0,4
7826,9603,2013-08-15,2014-01-10,1,0,5
64771,9604,2013-01-23,2013-04-26,1,0,5
60192,9606,2013-10-02,2014-07-29,1,1,5
23788,9606,2013-10-08,2014-09-02,0,1,6
81676,9606,2013-10-28,2014-02-17,1,0,7
25102,9607,2013-05-04,2013-07-04,1,1,4
77863,9607,2013-05-23,2013-09-26,0,0,5
59623,9608,2012-12-08,2013-01-26,0,0,3
49514,9608,2013-06-24,2013-07-16,0,0,4
70484,9609,2012-03-18,2012-06-15,0,0,1
92014,9609,2013-09-21,2013-09-22,1,0,2
88097,9613,2012-02-16,2012-08-03,0,0,0
31307,9613,2012-11-15,2013-01-05,1,0,1
54016,9613,2013-06-18,2013-06-23,0,0,2
78652,9615,2012-01-22,2012-02-28,0,0,0
44851,9615,2012-08-03,2012-11-27,0,0,1
74247,9616,2013-03-26,2014-01-14,0,1,6
19873,9616,2013-06-03,2014-04-04,1,1,7
14175,9616,2013-09-18,2014-01-21,1,0,8
96230,9617,2012-01-14,2012-07-08,0,0,5
62646,9617,2012-09-22,2012-12-23,0,0,6
15683,9618,2013-03-02,2013-10-19,1,0,3
7633,9620,2013-01-02,2013-02-23,0,0,3
35440,9621,2013-01-01,2013-01-08,0,0,4
36559,9625,2013-06-22,2013-07-08,0,0,3
56191,9626,2012-04-06,2012-09-29,0,1,4
73144,9626,2012-04-19,2012-07-05,1,0,5
69398,9626,2013-04-25,2013-06-09,1,0,6
41603,9627,2012-03-25,2013-07-12,1,1,2
28389,9627,2012-05-23,2012-09-21,1,0,3
40009,9627,2012-12-08,2013-01-25,1,0,4
56985,9628,2012-01-09,2013-05-17,0,0,3
99032,9629,2012-04-30,2012-06-06,0,0,2
17091,9629,2013-05-09,2013-08-24,1,0,3
26911,9630,2012-02-13,2012-08-03,1,0,2
76667,9630,2012-12-15,2013-05-06,1,1,3
69226,9630,2013-02-01,2013-04-21,0,0,4
15421,9632,2012-01-16,2012-09-30,0,0,5
76274,9634,2013-05-30,2013-09-22,0,0,3
41331,9635,2012-04-22,2012-07-25,1,0,7
67419,9636,2012-03-27,2012-05-31,0,0,3
67995,9636,2012-12-23,2013-05-12,0,0,4
38035,9637,2012-02-15,2012-05-16,0,0,0
68159,9638,2012-03-04,2012-04-24,1,0,4
95272,9638,2013-04-20,2013-11-18,1,1,5
55189,9638,2013-05-26,2014-08-16,1,1,6
80924,9638,2013-06-16,2014-02-20,0,0,7
57605,9640,2013-04-16,2013-05-06,0,0,3
58505,9641,2012-08-15,2012-12-10,1,1,2
74942,9641,2012-11-23,2012-12-25,0,0,3
36147,9642,2012-01-25,2012-06-13,0,0,5
37670,9643,2012-12-16,2013-08-19,0,0,4
91001,9644,2012-05-12,2013-01-28,1,1,4
47663,9644,2012-05-27,2012-11-05,1,1,5
98069,9644,2012-06-15,2013-01-21,1,1,6
96227,9644,2012-12-09,2014-05-28,1,1,7
99012,9644,2013-01-27,2013-05-13,0,0,8
69243,9644,2013-07-13,2013-10-17,1,0,9
83749,9647,2012-10-12,2013-03-21,0,0,4
73366,9648,2013-01-11,2013-01-30,0,0,0
82194,9649,2012-06-08,2013-10-16,0,0,3
16411,9650,2013-02-06,2014-07-15,0,0,0
84815,9651,2012-01-31,2012-04-17,1,0,1
84484,9653,2012-08-13,2013-03-19,1,1,7
51813,9653,2012-09-20,2013-07-05,1,1,8
26263,9653,2012-09-29,2013-02-25,1,0,9
90504,9654,2012-04-26,2012-07-04,0,0,3
97489,9654,2013-08-14,2013-09-20,1,0,4
88067,9655,2012-06-08,2012-07-07,0,0,5
31567,9655,2012-08-18,2013-01-30,1,0,6
5150,9656,2012-01-13,2012-05-26,0,0,4
31014,9656,2013-04-17,2013-10-12,1,0,5
99337,9657,2012-11-29,2013-05-04,0,0,2
29993,9659,2012-11-13,2012-11-21,0,0,3
2873,9659,2013-05-07,2013-07-25,0,0,4
40607,9661,2012-06-20,2013-04-07,1,0,2
25153,9662,2013-04-16,2014-03-08,1,1,2
19140,9662,2013-08-09,2014-01-08,0,0,3
